article_id,full_name,sex,birth_year,death_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index
20584,Morgan Freeman,Male,1937,2020,Memphis,TN,United States,North America,35.11737,-89.97107,Actor,Film And Theatre,Arts,66,28543488,432477,25.4894
608209,Xun Zi,Male,-310,-235,Other,,Unknown,Unknown,,,Philosopher,Philosophy,Humanities,28,705083,25182,25.459
608209,Xun Zi (Alt),Male,-314,-217,Other,,Unknown,Unknown,,,Philosopher,Philosophy,Humanities,28,705083,25182,25.459
25523,Richard Feynman,Male,1918,1988,New York,NY,United States,North America,40.79028,-73.95972,Physicist,Natural Sciences,Science & Technology,76,8621012,113434,25.4484
11857,George Lucas,Male,1944,2020,Modesto,CA,United States,North America,37.66139,-120.99444,Film Director,Film And Theatre,Arts,78,11639480,149224,25.4477
809990,Ankhesenpaaten,Female,-1348,-1323,Thebes,,Egypt,Africa,25.72056,32.61028,Companion,Companions,Public Figure,31,1021436,32950,25.4449
33130,Werner Heisenberg,Male,1901,1976,Würzburg,,Germany,Europe,49.78333,9.93333,Physicist,Natural Sciences,Science & Technology,76,7838972,103144,25.4437
16455,John Keats,Male,1795,1821,Moorgate,,United Kingdom,Europe,51.51794,-0.08849,Writer,Language,Humanities,61,7132910,116933,25.4345
147995,Marvin Gaye,Male,1939,1984,"Washington, D.C.",,United States,North America,,,Singer,Music,Arts,40,11984410,299610,25.4341
133392,Johann Strauss II,Male,1825,1899,Vienna,,Austria,Europe,48.2025,16.34806,Composer,Music,Arts,61,3059753,50160,25.4315
20502020,Percy Bysshe Shelley,Male,1792,1822,Horsham,,United Kingdom,Europe,51.062,-0.325,Writer,Language,Humanities,60,5206990,86783,25.4283
251592,Georges Pompidou,Male,1911,1974,Montboudif,,France,Europe,45.3722,2.7322,Politician,Government,Institutions,82,3112272,37955,25.4277
19718837,Kim Il-sung,Male,1912,1994,Pyongyang,,North Korea,Asia,39.01944,125.73806,Politician,Government,Institutions,76,11122397,146347,25.4191
33684,William Butler Yeats,Male,1865,1939,Sandymount,,Ireland,Europe,53.3252,-6.2069,Writer,Language,Humanities,74,3108838,42011,25.4142
33684,Jack Butler Yeats,Male,1871,1957,Sandymount,,Ireland,Europe,0,0,Painter,Fine Arts,Arts,74,3108838,42011,25.4142
1927744,Senusret III,Male,-1900,-1839,Other,,Unknown,Unknown,,,Politician,Government,Institutions,30,400971,13366,25.4138
24742,Paul Dirac,Male,1902,1984,Bristol,,United Kingdom,Europe,51.45,-2.58333,Physicist,Natural Sciences,Science & Technology,66,2911356,44111,25.398
83502,Ernst Röhm,Male,1887,1934,Munich,,Germany,Europe,48.13333,11.56667,Military Personnel,Military,Institutions,44,4214191,95777,25.3884
24955,Polycarp,Male,69,155,Smyrna,,Turkey,Asia,38.41861,27.13917,Physician,Medicine,Science & Technology,39,1186652,30427,25.3876
21210,Niels Henrik David Bohr,Male,1885,1962,Copenhagen,,Denmark,Europe,55.67611,12.56833,Physicist,Natural Sciences,Science & Technology,100,17087845,170878,25.3759
157653,Anna Komnene,Female,1083,1153,Istanbul,,Turkey,Asia,41.01224,28.97602,Writer,Language,Humanities,45,494767,10995,25.3758
16307,Jackson Pollock,Male,1912,1956,Cody,WY,United States,North America,44.52333,-109.05722,Painter,Fine Arts,Arts,79,13358067,169089,25.3751
38965,Cary Grant,Male,1904,1986,Horfield,,United Kingdom,Europe,51.49,-2.5805,Actor,Film And Theatre,Arts,57,12078262,211899,25.362
33972,Wolfgang Pauli,Male,1900,1958,Vienna,,Austria,Europe,48.2,16.36667,Physicist,Natural Sciences,Science & Technology,63,1793268,28465,25.3155
572862,Henri Rousseau,Male,1844,1910,Laval,,France,Europe,48.0733,-0.7689,Artist,Fine Arts,Arts,48,3338818,69559,25.3077
34126,William Golding,Male,1911,1993,Newquay,,United Kingdom,Europe,50.412,-5.0757,Writer,Language,Humanities,68,2849288,41901,25.2827
185510,Seneca the Elder,Male,-54,39,Córdoba,,Spain,Europe,37.88333,-4.76667,Writer,Language,Humanities,30,528106,17604,25.2574
5042706,Al Gore,Male,1948,2020,"Washington, D.C.",,United States,North America,,,Politician,Government,Institutions,85,12213647,143690,25.251
426381,George Best,Male,1946,2005,Belfast,,United Kingdom,Europe,54.597,-5.93,Soccer Player,Team Sports,Sports,51,7456666,146209,25.2373
182966,Tigranes the Great,Male,-140,-55,Other,,Unknown,Unknown,,,Politician,Government,Institutions,37,633163,17113,25.2161
5813,C. S. Lewis,Male,1898,1963,Belfast,,United Kingdom,Europe,54.597,-5.93,Writer,Language,Humanities,60,10920003,182000,25.2159
200945,Arses of Persia,Male,-360,-336,Other,,Unknown,Unknown,,,Politician,Government,Institutions,29,277001,9552,25.1915
73009,Saxo Grammaticus,Male,1160,1220,Zealand,,Denmark,Europe,55.72,12.57,Historian,History,Humanities,34,481601,14165,25.1865
23005,Philip K. Dick,Male,1928,1982,Chicago,IL,United States,North America,41.83694,-87.68472,Writer,Language,Humanities,48,6911707,143994,25.1814
221765,Geronimo,Male,1829,1909,Gila River,NM,United States,North America,,,Politician,Government,Institutions,51,7923276,155358,25.1411
245104,Gaius Gracchus,Male,-159,-121,Other,,Unknown,Unknown,,,Politician,Government,Institutions,27,802950,29739,25.1408
63390,Meryl Streep,Female,1949,2020,Summit,NJ,United States,North America,40.71562,-74.36468,Actor,Film And Theatre,Arts,77,25060416,325460,25.1361
27885687,Mary Shelley,Female,1797,1851,London,,United Kingdom,Europe,51.53097,-0.1315,Writer,Language,Humanities,65,7914968,121769,25.1073
53242,Robin Williams,Male,1951,2014,Chicago,IL,United States,North America,41.83694,-87.68472,Actor,Film And Theatre,Arts,60,22886354,381439,25.0834
795108,Ramesses IV,Male,-1200,-1149,Other,,Unknown,Unknown,,,Politician,Government,Institutions,28,347305,12404,25.0754
10085,Edward Elgar,Male,1857,1934,Broadheath,,United Kingdom,Europe,52.20917,-2.27323,Composer,Music,Arts,46,2815636,61209,25.075
4285,Bodhidharma,Male,500,600,Kanchipuram,,India,Asia,21,78,Philosopher,Philosophy,Humanities,41,5612797,136897,25.0666
382203,Diadumenian,Male,208,218,Other,,Unknown,Unknown,,,Politician,Government,Institutions,37,184238,4979,25.0658
16861,Kurt Vonnegut,Male,1922,2007,Indianapolis,IN,United States,North America,39.791,-86.148,Writer,Language,Humanities,57,8849252,155250,25.0643
39034,Robert Oppenheimer,Male,1904,1967,New York,NY,United States,North America,40.7127,-74.0059,Physicist,Natural Sciences,Science & Technology,56,7401788,132175,25.0632
214233,Nina Simone,Female,1933,2003,Tryon,NC,United States,North America,35.20889,-82.23889,Singer,Music,Arts,46,7993078,173763,25.0609
3875,"Benjamin Disraeli, 1st Earl of Beaconsfield",Male,1804,1881,London,,United Kingdom,Europe,51.50722,-0.1275,Politician,Government,Institutions,61,3817885,62588,25.0547
14937,Italo Calvino,Male,1923,1985,Santiago de las Vegas,,Cuba,North America,22.97778,-82.37778,Writer,Language,Humanities,48,4510179,93962,25.0523
306436,Ptolemy XIV of Egypt,Male,-60,-44,Other,,Unknown,Unknown,,,Politician,Government,Institutions,27,276684,10248,25.0032
159275,Emily Dickinson,Female,1830,1886,Amherst,MA,United States,North America,42.367,-72.517,Writer,Language,Humanities,61,7081612,116092,24.9948
1208,Alan Turing,Male,1912,1954,Maida Vale,,United Kingdom,Europe,51.5274,-0.1899,Computer Scientist,Computer Science,Science & Technology,108,17997811,166646,24.9892
9839,Ezra,Male,-480,-440,Babylon,,Iraq,Asia,32.53639,44.42083,Religious Figure,Religion,Institutions,35,1459168,41691,24.9846
26458,Rosa Parks,Female,1913,2005,Tuskegee,AL,United States,North America,32.43151,-85.70678,Social Activist,Activism,Public Figure,71,17724184,249636,24.9833
151855,Billy the Kid,Male,1859,1881,New York,NY,United States,North America,40.79028,-73.95972,Mafioso,Outlaws,Public Figure,34,9863289,290097,24.9833
875991,Sobekneferu,Female,-1850,-1802,Other,,Unknown,Unknown,,,Politician,Government,Institutions,27,223292,8270,24.8061
161968,Minamoto no Yoritomo,Male,1147,1199,Nagoya,,Japan,Asia,,,Politician,Government,Institutions,32,3603281,112603,24.7075
14317,Hergé,Male,1907,1983,Etterbeek,,Belgium,Europe,50.83333,4.38333,Comic Artist,Design,Arts,50,2997849,59957,24.5425
148185,Dmitry Donskoy,Male,1350,1389,Moscow,,Russia,Europe,55.75,37.61667,Nobleman,Government,Institutions,40,917156,22929,24.4813
104943,Charles XI of Sweden,Male,1655,1697,Tre Kronor,,Sweden,Europe,59.32667,18.07167,Politician,Government,Institutions,38,881815,23206,24.4805
77475,Cyrus the Younger,Male,-420,-401,Other,,Unknown,Unknown,,,Politician,Government,Institutions,29,342960,11826,24.4803
620568,Ashur-nasir-pal II,Male,-900,-859,Other,,Unknown,Unknown,,,Politician,Government,Institutions,32,304167,9505,24.4794
44191,D. H. Lawrence,Male,1885,1930,Eastwood,,United Kingdom,Europe,53.0175,-1.306,Writer,Language,Humanities,51,4156637,81503,24.4791
160716,Quintus Sertorius,Male,-123,-72,Norcia,,Italy,Europe,42.8,13.1,Politician,Government,Institutions,27,465105,17226,24.4773
3992,Bram Stoker,Male,1847,1912,Dublin,,Ireland,Europe,53.365,-6.21,Writer,Language,Humanities,61,11446300,187644,24.4769
25662,Robert Falcon Scott,Male,1868,1912,Plymouth,,United Kingdom,Europe,50.37139,-4.14222,Explorer,Explorers,Exploration,52,4044959,77788,24.3313
730423,Ish-bosheth,Male,-1047,-1010,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,290366,11168,24.3307
316728,Nicodemus,Male,-40,40,Other,,Unknown,Unknown,,,Religious Figure,Religion,Institutions,28,1387006,49536,24.3122
92223,Arsinoe III of Egypt,Female,-245,-204,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,126242,4855,24.3114
481604,Chanakya,Male,-350,-283,India,,India,Asia,21,78,Philosopher,Philosophy,Humanities,70,2651616,37880,24.3092
299489,D'Artagnan,Male,1611,1673,Lupiac,,France,Europe,43.68,0.18,Military Personnel,Military,Institutions,27,1552949,57517,24.3058
1070870,Hattusili III,Male,-1260,-1237,Other,,Unknown,Unknown,,,Politician,Government,Institutions,26,178358,6860,24.3049
1102000,Shen Kuo,Male,1031,1095,Hangzhou,,China,Asia,30.25,120.16667,Philosopher,Philosophy,Humanities,30,517433,17248,24.3046
92228,Seleucus III Ceraunus,Male,-243,-223,Other,,Unknown,Unknown,,,Politician,Government,Institutions,27,115956,4295,24.3045
15919,John Wilkes Booth,Male,1838,1865,Bel Air,MD,United States,North America,39.53667,-76.34833,Extremist,Outlaws,Public Figure,44,8568781,194745,24.3041
169472,Sextus Julius Frontinus,Male,40,103,Other,,Unknown,Unknown,,,Writer,Language,Humanities,27,228318,8456,24.3024
569567,Yuri Dolgorukiy,Male,1099,1157,Other,,Unknown,Unknown,,,Politician,Government,Institutions,30,644299,21477,24.2289
5604422,Pāṇini,Male,-500,-300, Khyber Pakhtunkhwa,,Pakistan,Asia,33.9,72.23333,Linguist,Language,Humanities,40,721215,18030,24.2284
4313,Benjamin,Male,-1000,-900,Canaan,,Israel,Asia,,,Religious Figure,Religion,Institutions,27,1353462,50128,24.2254
105949,Al-Mansur,Male,712,775,Other,,Unknown,Unknown,,,Religious Figure,Religion,Institutions,30,841824,28061,24.2221
37662,Pope Leo II,Male,611,683,Sicily,,Italy,Europe,37.5,14,Religious Figure,Religion,Institutions,50,240172,4803,24.2213
231734,Tenzing Norgay,Male,1914,1986,Khumbu,,Nepal,Asia,,,Mountaineer,Individual Sports,Sports,63,2546086,40414,23.7334
3137245,Nehemiah,Male,-500,-400,Babylon,,Iraq,Asia,32.53639,44.42083,Religious Figure,Religion,Institutions,26,940432,36170,23.6705
1576149,"Cosimo II de' Medici, Grand Duke of Tuscany",Male,1590,1621,Florence,,Italy,Europe,43.78333,11.25,Nobleman,Government,Institutions,26,181109,6966,23.0912
171313,Jan van Riebeeck,Male,1619,1677,Culemborg,,Netherlands,Europe,51.95,5.23333,Explorer,Explorers,Exploration,29,664233,22905,23.0126
842599,Antipope Ursicinus,Male,300,384,Other,,Unknown,Unknown,,,Religious Figure,Religion,Institutions,27,87994,3259,22.9122
5048,Brigham Young,Male,1801,1877,Whitingham,VT,United States,North America,42.78333,-72.85,Religious Figure,Religion,Institutions,36,2533812,70384,22.9056
946750,Jamal al-Din al-Afghani,Male,1838,1897,Asadabad,,Afghanistan,Asia,34.87417,71.15278,Social Activist,Activism,Public Figure,29,686275,23665,22.9017
16277,Jack Ruby,Male,1911,1967,Chicago,IL,United States,North America,41.83694,-87.68472,Mafioso,Outlaws,Public Figure,38,8761831,230575,22.901
24194,Pope Gregory III,Male,731,741,Syria,,Syria,Asia,33.5,36.3,Religious Figure,Religion,Institutions,52,655153,12599,22.8484
163628,John Hume,Male,1937,2020,Derry,,United Kingdom,Europe,54.9958,-7.3074,Politician,Government,Institutions,38,585083,15397,22.7781
58702,John Glenn,Male,1921,2016,Cambridge,OH,United States,North America,40.025,-81.58667,Astronaut,Explorers,Exploration,43,4300563,100013,22.6871
6873934,Steve Irwin,Male,1962,2006,Essendon,,Australia,Oceania,-37.749,144.912,Presenter,Media Personality,Public Figure,57,10859234,190513,22.1162
50920,Seamus Heaney,Male,1939,2013,Castledawson,,United Kingdom,Europe,54.778,-6.556,Writer,Language,Humanities,59,2511998,42576,21.8919
36592,Gus Grissom,Male,1926,1967,Mitchell,IN,United States,North America,38.73389,-86.47444,Astronaut,Explorers,Exploration,28,2083721,74419,21.8879
97509,Michael Collins,Male,1890,1922,Clonakilty,,Ireland,Europe,51.62194,-8.88639,Politician,Government,Institutions,47,356846,7592,21.8349
642751,Li Yu,Male,1610,1680,Rugao,,China,Asia,35,103,Writer,Language,Humanities,27,98875,3662,21.5744
3019,`Abdu'l-Bahá,Male,1844,1921,Tehran,,Iran,Asia,35.69611,51.42306,Religious Figure,Religion,Institutions,28,472029,16858,21.5729
83688,Beyoncé,Female,1981,2020,Houston,TX,United States,North America,29.76278,-95.38306,Singer,Music,Arts,86,53049791,616858,20.9905
53736,Hayden Christensen,Male,1981,2020,Vancouver,,Canada,North America,49.25,-123.1,Actor,Film And Theatre,Arts,38,14722691,387439,19.5871
19065069,Boris Johnson,Male,1964,2020,New York,NY,United States,North America,40.7127,-74.0059,Politician,Government,Institutions,45,4484694,99660,18.2924
5962511,Kim Jong-un,Male,1983,2020,Pyongyang,,North Korea,Asia,39.01944,125.73806,Politician,Government,Institutions,70,14501187,207160,17.9738
167378,Venus Williams,Female,1980,2020,Los Angeles,CA,United States,North America,33.92472,-118.20194,Tennis Player,Individual Sports,Sports,61,9406611,154207,17.9734
3683358,Yiruma,Male,1978,2020,Seoul,,South Korea,Asia,37.56667,126.96667,Musician,Music,Arts,26,3660508,140789,17.6388
,John Williams,Male,1932,2020,New York,NY,United States,North America,,,Composer,Music,Arts,,,,
,Alfred Hitchcock,Male,1899,1980,London,,United Kingdom,Europe,,,Film Director,Film And Theatre,Arts,,,,20455,
Michael Jordan,Male,1963,2020,New York,NY,United States,North America,40.69278,-73.99028,Basketball Player,Team Sports,Sports,75,49879093,665055,23.6198
38459,Natalie Portman,Female,1981,2020,Jerusalem,,Israel,Asia,31.78333,35.21667,Actor,Film And Theatre,Arts,78,45549617,583969,20.6133
43356,Tiger Woods,Male,1975,2020,Los Angeles,CA,United States,North America,33.81833,-118.03917,Golfer,Individual Sports,Sports,56,20276204,362075,18.7543
4848272,Donald Trump,Male,1946,2020,New York,NY,United States,North America,40.75,-73.86667,Businessperson,Business,Business & Law,52,18473809,355266,24.128
20455,Michael Jordan,Male,1963,2020,New York,NY,United States,North America,40.69278,-73.99028,Basketball Player,Team Sports,Sports,75,49879093,665055,23.6198
19903,Marlon Brando,Male,1924,2004,Omaha,NE,United States,North America,41.25,-96,Actor,Film And Theatre,Arts,100,25201124,252011,27.4523
38172,Igor Stravinsky,Male,1882,1971,Lomonosov,,Russia,Europe,59.91667,29.76667,Composer,Music,Arts,88,10212624,116053,24.5543
53360,Cole Porter,Male,1891,1964,Peru,IN,United States,North America,40.75778,-86.06778,Composer,Music,Arts,35,4043755,115536,23.5143
64673,Bruce Willis,Male,1955,2020,Idar-Oberstein,,Germany,Europe,49.71139,7.31306,Actor,Film And Theatre,Arts,72,37426877,519818,25.1361
11181,Frank Sinatra,Male,1915,1998,Hoboken,NJ,United States,North America,40.75,-74.03,Singer,Music,Arts,74,27388225,370111,27.1731
18938156,J. D. Salinger,Male,1919,2010,New York,NY,United States,North America,40.7127,-74.0059,Writer,Language,Humanities,64,9153233,143019,24.0404
8955445,O. J. Simpson,Male,1947,2020,San Francisco-Bay Area,CA,United States,North America,37.78333,-122.41667,American Football Player,Team Sports,Sports,29,14749449,508602,23.2069
22468,Osama bin Laden,Male,1957,2011,Riyadh,,Saudi Arabia,Asia,24.63333,46.71667,Extremist,Outlaws,Public Figure,123,45515336,370043,23.4496
43927,Billy Joel,Male,1949,2020,New York,NY,United States,North America,40.8373,-73.886,Singer,Music,Arts,37,11157591,301557,23.8659
8618,David Beckham,Male,1975,2020,Leytonstone,,United Kingdom,Europe,51.569,0.01,Soccer Player,Team Sports,Sports,81,36709829,453208,22.042
4764846,Usain Bolt,Male,1986,2020,Sherwood Content,,Jamaica,North America,18.39056,-77.63028,Athlete,Individual Sports,Sports,85,27968614,329043,18.5226
20395872,Oprah Winfrey,Female,1954,2020,Kosciusko,MS,United States,North America,33.05806,-89.58833,Presenter,Media Personality,Public Figure,58,21685613,373890,23.2935
22196,Orson Welles,Male,1915,1985,Kenosha,WI,United States,North America,42.58222,-87.84556,Actor,Film And Theatre,Arts,66,12833460,194446,26.2388
58719,Judy Garland,Female,1922,1969,Grand Rapids,MN,United States,North America,47.23722,-93.53028,Actor,Film And Theatre,Arts,90,16832790,187031,25.539
864,Andy Warhol,Male,1928,1987,Pittsburgh,PA,United States,North America,40.43972,-79.97639,Artist,Fine Arts,Arts,100,34354584,343546,27.9198
19831,Margaret Thatcher,Female,1925,2013,Grantham,,United Kingdom,Europe,52.918,-0.638,Politician,Government,Institutions,96,37450537,390110,25.9162
523032,Kanye West,Male,1977,2020,Atlanta,GA,United States,North America,33.755,-84.39,Singer,Music,Arts,54,41382483,766342,19.8667
142056,Madonna,Female,1958,2020,Bay City,MI,United States,North America,43.59505,-83.88864,Musician,Music,Arts,94,19996250,212726,24.6735
262376,Roger Federer,Male,1981,2020,Basel,,Switzerland,Europe,47.56667,7.6,Tennis Player,Individual Sports,Sports,101,36800261,364359,20.4921
19318,Marilyn Monroe,Female,1926,1962,Los Angeles,CA,United States,North America,34.05,-118.25,Actor,Film And Theatre,Arts,143,63671491,445255,28.3466
4173,Babe Ruth,Male,1895,1948,Baltimore,MD,United States,North America,,,Baseball Player,Team Sports,Sports,36,12406918,344637,23.9947
14045,Humphrey Bogart,Male,1899,1957,New York,NY,United States,North America,40.7127,-74.0059,Actor,Film And Theatre,Arts,70,11396025,162800,25.9566
13459,H. G. Wells,Male,1866,1946,Bromley,,United Kingdom,Europe,51.407,0.021,Writer,Language,Humanities,71,9891390,139315,24.6224
10489,Edwin Hubble,Male,1889,1953,Marshfield,MO,United States,North America,37.33972,-92.90722,Astronomer,Natural Sciences,Science & Technology,73,3294701,45133,25.5642
82981,Charles Lindbergh,Male,1902,1974,Detroit,MI,United States,North America,42.33139,-83.04583,Pilot,Military,Institutions,56,8582280,153255,25.0366
73572,Edmund Hillary,Male,1919,2008,Auckland,,New Zealand,Oceania,-36.84056,174.74,Mountaineer,Individual Sports,Sports,96,5108436,53213,24.6151
6824,Carl Sagan,Male,1934,1996,New York,NY,United States,North America,40.69278,-73.99028,Astronomer,Natural Sciences,Science & Technology,63,12577599,199644,25.1279
2017814,Xi Jinping,Male,1953,2020,Beijing,,China,Asia,39.91667,116.38333,Politician,Government,Institutions,55,6141586,111665,22.2865
7412236,Steve Jobs,Male,1955,2011,San Francisco-Bay Area,CA,United States,North America,37.78333,-122.41667,Designer,Design,Arts,122,78372660,642399,24.4062
33983258,Malala Yousafzai,Female,1998,2020,Mingora,,Pakistan,Asia,34.78333,72.36667,Social Activist,Activism,Public Figure,41,4667416,113839,12.1429
20076,"Martin Luther King, Jr.",Male,1929,1968,Atlanta,GA,United States,North America,33.755,-84.39,Social Activist,Activism,Public Figure,116,28854653,248747,28.6877
37243,Harriet Tubman,Female,1820,1913,Dorchester County,MD,United States,North America,38.42,-76.08,Writer,Language,Humanities,52,7795284,149909,22.2011
85234,Amelia Earhart,Female,1897,1939,Atchison,KS,United States,North America,39.5625,-95.12833,Pilot,Military,Institutions,62,20456548,329944,24.2421
5792809,Angelina Jolie,Female,1975,2020,Los Angeles,CA,United States,North America,34.05,-118.25,Actor,Film And Theatre,Arts,91,68213700,749601,23.0784
72671,Angela Merkel,Female,1954,2020,Hamburg,,Germany,Europe,53.56528,10.00139,Politician,Government,Institutions,112,18136237,161931,25.4218
47923,Queen Victoria,Female,1819,1901,London,,United Kingdom,Europe,51.50528,-0.18833,Politician,Government,Institutions,94,20003299,212801,25.8763
265949,Qianlong Emperor,Male,1711,1799,Beijing,,China,Asia,39.91667,116.38333,Politician,Government,Institutions,33,3169667,96051,24.9384
16094,Joseph Haydn,Male,1732,1809,Rohrau,,Austria,Europe,48.06667,16.85,Composer,Music,Arts,83,11122433,134005,28.0808
23860776,Maximilien Robespierre,Male,1758,1794,Arras,,France,Europe,50.2897,2.7808,Politician,Government,Institutions,67,7014504,104694,27.1949
17914,Ludwig van Beethoven,Male,1770,1827,Bonn,,Germany,Europe,50.73399,7.09981,Composer,Music,Arts,153,48132344,314590,30.1093
12775,George Frideric Handel,Male,1685,1759,Halle,,Germany,Europe,51.48333,11.96667,Composer,Music,Arts,93,10717383,115241,28.2857
36858805,Edmond Halley,Male,1656,1742,Haggerston,,United Kingdom,Europe,51.53463,-0.07663,Astronomer,Natural Sciences,Science & Technology,66,1550830,23497,24.1486
1425,Antonio Vivaldi,Male,1678,1741,Venice,,Italy,Europe,45.4375,12.33583,Composer,Music,Arts,103,15870117,154079,27.8898
31183,Tokugawa Ieyasu,Male,1543,1616,Okazaki,,Japan,Asia,34.95,137.16667,Military Personnel,Military,Institutions,48,10787849,224747,27.1452
29305,Sojourner Truth,Female,1797,1883,Rifton,NY,United States,North America,41.83333,-74.04222,Social Activist,Activism,Public Figure,44,2794358,63508,21.0849
