article_id,full_name,sex,birth_year,death_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index
,Buffer Row at Top,,-10000,-9000,,,,,,,,,,,,,
308,Aristotle,Male,-385,-323,Stageira,,Greece,Europe,40.33333,23.5,Philosopher,Philosophy,Humanities,152,56355172,370758,31.9938
22954,Plato,Male,-427,-348,Athens,,Greece,Europe,37.96667,23.71667,Philosopher,Philosophy,Humanities,142,46812003,329662,31.9888
1095706,Jesus Christ,Male,-4,33,Judea,,Israel,Asia,32.5,34.9,Religious Figure,Religion,Institutions,214,60299092,281771,31.8981
25664190,Socrates,Male,-469,-399,Athens,,Greece,Europe,37.96667,23.71667,Philosopher,Philosophy,Humanities,137,40307143,294213,31.6521
783,Alexander the Great,Male,-356,-323,Pella,,Greece,Europe,40.8,22.51667,Military Personnel,Military,Institutions,138,48358148,350421,31.584
18079,Leonardo da Vinci,Male,1452,1519,Vinci,,Italy,Europe,43.78333,10.91667,Inventor,Invention,Science & Technology,174,88931135,511098,31.4644
5823,Confucius,Male,-551,-479,Qufu,,China,Asia,,,Philosopher,Philosophy,Humanities,192,22363652,116477,31.3705
15924,Julius Caesar,Male,-100,-44,Rome,,Italy,Europe,41.9,12.5,Politician,Government,Institutions,128,43088745,336631,31.1161
13633,Homer,Male,-750,-700,Smyrna,,Turkey,Europe,38.41861,27.13917,Writer,Language,Humanities,141,20839405,147797,31.1087
23275,Pythagoras,Male,-570,-495,Samos Island,,Greece,Europe,37.75,26.83333,Philosopher,Philosophy,Humanities,114,26168219,229546,31.0691
1844,Archimedes,Male,-288,-212,Syracuse,,Italy,Europe,37.08333,15.28333,Mathematician,Math,Science & Technology,129,22022077,170714,30.9907
19577,Moses,Male,-1391,-1271,Wadi Tumilat,,Egypt,Africa,,,Religious Figure,Religion,Institutions,115,21880195,190263,30.8632
18934,Muhammad,Male,571,632,Mecca,,Saudi Arabia,Asia,21.41667,39.81667,Religious Figure,Religion,Institutions,150,43026648,286844,30.65
1436,Abraham,Male,-1800,-1700,Other,,Unknown,,33.7,43.5,Religious Figure,Religion,Institutions,105,17824676,169759,30.6047
2731583,Adolf Hitler,Male,1889,1945,Braunau am Inn,,Austria,Europe,48.25833,13.035,Politician,Government,Institutions,169,128368798,759579,30.5778
33163,Wolfgang Amadeus Mozart,Male,1756,1791,Salzburg,,Austria,Europe,47.8,13.03333,Composer,Music,Arts,177,51363334,290188,30.5146
5314,Charlemagne,Male,748,814,Liège,,Belgium,Europe,,,Politician,Government,Institutions,116,26626252,229537,30.4837
32897,William Shakespeare,Male,1564,1616,Stratford-upon-Avon,,United Kingdom,Europe,52.19,-1.71,Writer,Language,Humanities,163,74882297,459401,30.4398
21019,Michelangelo,Male,1475,1564,Caprese Michelangelo,,Italy,Europe,43.63333,11.98333,Painter,Fine Arts,Arts,158,39992803,253119,30.4383
1273,Augustus,Male,-63,14,Rome,,Italy,Europe,41.9,12.5,Politician,Government,Institutions,117,20307663,173570,30.4195
69880,Napoleon Bonaparte,Male,1769,1821,Corsica,,France,Europe,41.9267,8.7369,Politician,Government,Institutions,145,57559307,396961,30.3263
14627,Isaac Newton,Male,1642,1727,Woolsthorpe-by-Colsterworth,,United Kingdom,Europe,52.80986,-0.62877,Physicist,Natural Sciences,Science & Technology,191,59909049,313660,30.2889
736,Albert Einstein,Male,1879,1955,Ulm,,Germany,Europe,48.4,9.98333,Physicist,Natural Sciences,Science & Technology,166,89771090,540790,30.2106
5635,Christopher Columbus,Male,1451,1506,Genoa,,Italy,Europe,44.41111,8.93278,Explorer,Explorers,Exploration,153,58442090,381974,30.1753
9906294,Johann Sebastian Bach,Male,1685,1750,Eisenach,,Germany,Europe,50.97611,10.32056,Composer,Music,Arts,144,29753654,206623,30.1672
8169,Dante Alighieri,Male,1265,1321,Florence,,Italy,Europe,43.78333,11.25,Writer,Language,Humanities,137,20540747,149932,30.1496
17914,Ludwig van Beethoven,Male,1770,1827,Bonn,,Germany,Europe,50.73399,7.09981,Composer,Music,Arts,153,48132344,314590,30.1093
3395,Gautama Buddha,Male,-563,-483,Lumbini,,Nepal,Asia,27.53333,83.05,Philosopher,Philosophy,Humanities,124,23685332,191011,30.0418
3395,Gautama Buddha Other Possibility,Male,-480,-400,Lumbini,,Nepal,Asia,27.53333,83.05,Philosopher,Philosophy,Humanities,124,23685332,191011,30.0418
60827,Cleopatra VII of Egypt,Female,-69,-30,Alexandria,,Egypt,Africa,31.2,29.91667,Politician,Government,Institutions,100,18849501,188495,30.0367
7567080,Martin Luther,Male,1483,1564,Eisleben,,Germany,Europe,51.51667,11.55,Religious Figure,Religion,Institutions,125,35167994,281344,30.0311
29688374,Galileo Galilei,Male,1564,1642,Pisa,,Italy,Europe,43.71667,10.4,Astronomer,Natural Sciences,Science & Technology,146,48254299,330509,29.96
13574,Herodotus,Male,-484,-425,Halicarnassus,,Turkey,Asia,37.03778,27.42417,Historian,History,Humanities,103,9703065,94205,29.9592
9331,Euclid,Male,-350,-250,Other,,Unknown,,,,Mathematician,Math,Science & Technology,117,10896731,93134,29.8846
32359,Virgil,Male,-70,-19,Mantua,,Italy,Europe,45.11667,10.78333,Writer,Language,Humanities,114,9154149,80300,29.8811
21632,Nero,Male,37,68,Anzio,,Italy,Europe,41.44795,12.62905,Politician,Government,Institutions,79,18309769,231769,29.8599
16743,Karl Marx,Male,1818,1883,Trier,,Germany,Europe,49.75,6.63333,Economist,Social Sciences,Science & Technology,148,46599942,314864,29.8429
19334,Marco Polo,Male,1254,1324,Republic of Venice,,Italy,Europe,45.43333,12.31667,Explorer,Explorers,Exploration,127,17773989,139953,29.7719
6046,Cicero,Male,-106,-43,Arpino,,Italy,Europe,,,Politician,Government,Institutions,83,13649824,164456,29.7426
26984,Sophocles,Male,-496,-405,Athens,,Greece,Europe,37.99583,23.71528,Writer,Language,Humanities,100,8948030,89480,29.7421
32603,Vincent van Gogh,Male,1853,1890,Zundert,,Netherlands,Europe,51.46667,4.66667,Painter,Fine Arts,Arts,155,45449125,293220,29.7384
17414699,Genghis Khan,Male,1162,1227,Delüün Boldog,,Mongolia,Asia,,,Military Personnel,Military,Institutions,121,27565467,227814,29.7353
44406,Zoroaster (age 77),Male,-600,-500,Airyanem Vaejah,,Afghanistan,Asia,,,Writer,Language,Humanities,86,7010219,81514,29.7245
13959,Hannibal Barca,Male,-248,-184,Carthage,,Tunisia,Africa,36.85806,10.33083,Politician,Government,Institutions,86,18246118,212164,29.6911
14631,Immanuel Kant,Male,1724,1804,Kaliningrad,,Russia,Europe,54.71667,20.51667,Philosopher,Philosophy,Humanities,125,28745025,229960,29.6882
13486,Hippocrates,Male,-460,-370,Kos,,Greece,Europe,36.85,27.23333,Physician,Medicine,Science & Technology,93,10097815,108579,29.6361
26743,Sigmund Freud,Male,1856,1939,Příbor,,Czech Republic,Europe,49.63861,18.14389,Psychologist,Social Sciences,Science & Technology,134,43475930,324447,29.6293
24176,Pablo Picasso,Male,1881,1973,Málaga,,Spain,Europe,36.71944,-4.42,Painter,Fine Arts,Arts,143,56598798,395796,29.5957
90050,Nefertiti,Female,-1370,-1330,Thebes,,Egypt,Africa,25.72056,32.61028,Companion,Companions,Public Figure,74,9660479,130547,29.5711
28329,Solomon,Male,-1000,-932,Jerusalem,,Israel,Asia,31.78333,35.21667,Religious Figure,Religion,Institutions,79,13359813,169112,29.5649
16509,Jeanne d'Arc,Female,1412,1431,Domrémy-la-Pucelle,,France,Europe,48.4431,5.6758,Military Personnel,Military,Institutions,104,27928806,268546,29.5566
99598,Qin Shi Huang,Male,-259,-210,Handan,,China,Asia,36.6,114.48333,Politician,Government,Institutions,144,9197875,63874,29.5192
20012109,Aesop,Male,-620,-564,Other,,Unknown,,39.02056,31.28917,Writer,Language,Humanities,69,7898719,114474,29.4989
10073,Epicurus,Male,-341,-270,Samos Island,,Greece,Europe,37.75,26.83333,Philosopher,Philosophy,Humanities,68,8895085,130810,29.4762
6852,Caligula,Male,12,41,Anzio,,Italy,Europe,41.44795,12.62905,Politician,Government,Institutions,76,17137539,225494,29.4536
25525,René Descartes,Male,1596,1650,Descartes,Indre-et-Loire,France,Europe,46.9744,0.6986,Philosopher,Philosophy,Humanities,120,26370301,219753,29.4481
30437,Tutankhamun,Male,-1341,-1325,Ancient Egypt,,Egypt,Africa,,,Politician,Government,Institutions,75,17640463,235206,29.3953
73513,Mary,Female,-18,40,Nazareth,,Israel,Asia,32.70194,35.30333,Religious Figure,Religion,Institutions,100,4043545,40435,29.3919
19242322,Johann Wolfgang von Goethe,Male,1749,1832,Frankfurt,,Germany,Europe,,,Writer,Language,Humanities,132,20958901,158780,29.3385
20155,Marcus Aurelius,Male,121,180,Rome,,Italy,Europe,41.9,12.5,Politician,Government,Institutions,73,11839877,162190,29.3305
32375,Voltaire,Male,1694,1778,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,112,27632624,246720,29.2732
21444,Niccolò Machiavelli,Male,1469,1527,Florence,,Italy,Europe,43.78333,11.25,Philosopher,Philosophy,Humanities,106,22390820,211234,29.2668
4068,Blaise Pascal,Male,1623,1662,Clermont-Ferrand,,France,Europe,45.7831,3.0824,Mathematician,Math,Science & Technology,103,17297105,167933,29.2544
841,Attila the Hun,Male,406,453,Hajdúböszörmény,,Hungary,Europe,,,Politician,Government,Institutions,83,11123103,134013,29.2433
8551,David,Male,-1040,-970,Bethlehem,,Palestine,Asia,31.70306,35.19556,Politician,Government,Institutions,72,14023246,194767,29.2419
44525,Raphael,Male,1483,1520,Urbino,,Italy,Europe,43.71667,12.63333,Painter,Fine Arts,Arts,112,16525336,147548,29.2108
8145410,Charles Darwin,Male,1809,1882,Shrewsbury,,United Kingdom,Europe,52.71278,-2.76319,Biologist,Natural Sciences,Science & Technology,148,49582198,335015,29.1979
13623554,Che Guevara,Male,1928,1967,Rosario,,Argentina,South America,-32.95,-60.66667,Social Activist,Activism,Public Figure,129,54896869,425557,29.1644
15941,Jean-Jacques Rousseau,Male,1712,1778,Geneva,,Switzerland,Europe,46.2,6.15,Philosopher,Philosophy,Humanities,106,26399173,249049,29.1628
65119,Laozi,Male,-500,-300,Henan,,China,Asia,33.9,113.5,Philosopher,Philosophy,Humanities,105,6743614,64225,29.1483
19379,Mahatma Gandhi,Male,1869,1948,Porbandar,,India,Asia,21.63,69.6,Social Activist,Activism,Public Figure,138,44366012,321493,29.1406
31665644,Saint Peter,Male,0,66,Bethsaida,,Syria,Asia,32.91,35.631,Religious Figure,Religion,Institutions,98,14650751,149497,29.1364
23979,Ptolemy,Male,100,170,Egypt,,Egypt,Africa,31.2,29.91667,Astronomer,Natural Sciences,Science & Technology,87,9459640,108731,29.0892
16125,John the Baptist,Male,-5,31,Jerusalem,,Israel,Asia,,,Religious Figure,Religion,Institutions,78,10702126,137207,29.0865
20787,Mary Magdalene,Female,1,60,Magdala,,Israel,Asia,32.825,35.5075,Religious Figure,Religion,Institutions,65,13657412,210114,29.0759
13151,Gilgamesh,Male,-2800,-2500,Other,,Iraq,Asia,,,Politician,Government,Institutions,54,9602219,177819,29.0492
45080,Vasco da Gama,Male,1469,1524,Sines,,Portugal,Europe,37.95472,-8.86444,Explorer,Explorers,Exploration,119,12831158,107825,29.0264
1814,Adam Smith,Male,1723,1790,Kirkcaldy,,United Kingdom,Europe,56.11073,-3.16737,Economist,Social Sciences,Science & Technology,111,20395667,183745,29.0105
10128,Elizabeth I of England,Female,1533,1603,London,,United Kingdom,Europe,51.48222,-0.00667,Politician,Government,Institutions,106,39290364,370664,29.0005
19914843,Ferdinand Magellan,Male,1480,1521,Sabrosa,,Portugal,Europe,41.28444,-7.595,Explorer,Explorers,Exploration,120,14936167,124468,28.9393
15641,Joseph Stalin,Male,1878,1953,Gori,,Georgia,Asia,41.96667,44.1,Politician,Government,Institutions,134,42908561,320213,28.9317
21476519,Ramesses II (the Great),Male,-1303,-1214,Other,,Egypt,Africa,,,Politician,Government,Institutions,59,10524828,178387,28.9233
11015252,Vladimir Lenin,Male,1870,1924,Ulyanovsk,,Russia,Europe,54.31667,48.36667,Politician,Government,Institutions,137,27160642,198253,28.9211
94111,Leonidas I,Male,-540,-480,Sparta,,Greece,Europe,37.08194,22.42361,Politician,Government,Institutions,57,11025629,193432,28.9027
89728,Akhenaten,Male,-1380,-1335,Other,,Egypt,Africa,26,30,Politician,Government,Institutions,62,7197331,116086,28.856
15745,Johannes Gutenberg,Male,1398,1468,Mainz,,Germany,Europe,50,8.26667,Inventor,Invention,Science & Technology,108,11713571,108459,28.8535
9808,Euripides,Male,-480,-406,Salamis Island,,Greece,Europe,37.93333,23.5,Writer,Language,Humanities,65,5941148,91402,28.8391
75150,Seneca the Younger,Male,-4,65,Córdoba,,Spain,Europe,37.88333,-4.76667,Philosopher,Philosophy,Humanities,62,8549935,137902,28.8207
2402,Albrecht Dürer,Male,1471,1528,Nuremberg,,Germany,Europe,49.45,11.08333,Painter,Fine Arts,Arts,112,10212700,91185,28.8184
36812,Pericles,Male,-495,-429,Athens,,Greece,Europe,37.96667,23.71667,Politician,Government,Institutions,63,7934375,125942,28.8129
51825,Sun Tzu,Male,-544,-496,Qi,,China,Asia,,,Philosopher,Philosophy,Humanities,81,6622800,81763,28.7957
13621,Hadrian,Male,76,138,Italica,,Spain,Europe,37.44389,-6.04667,Politician,Government,Institutions,64,6885963,107593,28.7796
59172,Judas Iscariot,Male,-1,33,Other,,Unknown,,,,Religious Figure,Religion,Institutions,63,11142102,176859,28.7693
19960,Mark Antony,Male,-83,-30,Rome,,Italy,Europe,41.9,12.5,Politician,Government,Institutions,61,9040703,148208,28.7531
14358,Hammurabi,Male,-1810,-1750,Babylon,,Iraq,Asia,32.53639,44.42083,Politician,Government,Institutions,82,5376002,65561,28.7455
16143,John Locke,Male,1632,1704,Wrington,,United Kingdom,Europe,51.3617,-2.7606,Philosopher,Philosophy,Humanities,99,23061256,232942,28.7425
1028,Aristophanes,Male,-446,-386,Athens,,Greece,Europe,37.96667,23.71667,Writer,Language,Humanities,68,4704294,69181,28.7213
20076,"Martin Luther King, Jr.",Male,1929,1968,Atlanta,GA,United States,North America,33.755,-84.39,Social Activist,Activism,Public Figure,116,28854653,248747,28.6877
24517,Plutarch,Male,46,120,Chaeronea,,Greece,Europe,38.51667,22.85,Philosopher,Philosophy,Humanities,72,5399390,74992,28.6819
10671,Friedrich Nietzsche,Male,1844,1900,Röcken,,Germany,Europe,51.24083,12.11611,Philosopher,Philosophy,Humanities,117,39344570,336278,28.6677
42146,Victor Hugo,Male,1802,1885,Besançon,,France,Europe,47.2431,6.0219,Writer,Language,Humanities,123,25659755,208616,28.6599
14980,Imhotep,Male,-2650,-2550,Memphis,,Egypt,Africa,29.84472,31.25083,Architect,Design,Arts,56,4231465,75562,28.6228
9288,Elvis Presley,Male,1935,1977,Tupelo,MS,United States,North America,34.25972,-88.72583,Singer,Music,Arts,118,55896331,473698,28.6172
40112,Salvador Dalí,Male,1904,1989,Figueres,,Spain,Europe,42.26667,2.965,Painter,Fine Arts,Arts,122,37482606,307234,28.593
25452,Richard Wagner,Male,1813,1883,Leipzig,,Germany,Europe,51.33333,12.38333,Composer,Music,Arts,116,17596072,151690,28.5694
19283178,Benito Mussolini,Male,1883,1945,Predappio,,Italy,Europe,44.1,11.98333,Politician,Government,Institutions,105,30179131,287420,28.5507
13700,Hesiod,Male,-800,-700,Other,,Greece,Europe,,,Writer,Language,Humanities,61,3804261,62365,28.5445
46289,Xerxes I of Persia,Male,-519,-465,Other,,Iran,Asia,32,53,Politician,Government,Institutions,57,8762549,153729,28.5358
30536,Tiberius,Male,-42,37,Rome,,Italy,Europe,41.9,12.5,Politician,Government,Institutions,75,7080121,94402,28.5326
22614,Oscar Wilde,Male,1854,1900,Dublin,,Ireland,Europe,53.34778,-6.25972,Writer,Language,Humanities,100,27541340,275413,28.5287
10868,Francisco Goya,Male,1746,1828,Fuendetodos,,Spain,Europe,41.34333,-0.85861,Painter,Fine Arts,Arts,116,13608720,117317,28.5249
21463370,Peter Paul Rubens,Male,1577,1640,Siegen,,Germany,Europe,50.88333,8.01667,Painter,Fine Arts,Arts,99,8171725,82543,28.5205
6548,Claude Monet,Male,1840,1926,Paris,,France,Europe,48.8567,2.3508,Painter,Fine Arts,Arts,92,23208960,252271,28.5044
234264,Diogenes of Sinope,Male,-412,-323,Sinop,,Turkey,Asia,42.03333,35.15,Philosopher,Philosophy,Humanities,62,5869970,94677,28.4978
8580,Diocletian,Male,244,311,Solin,,Croatia,Europe,43.535,16.485,Politician,Government,Institutions,70,5522343,78891,28.4917
10823,Frédéric Chopin,Male,1810,1849,Żelazowa Wola,,Poland,Europe,52.26667,20.33333,Composer,Music,Arts,109,22680875,208081,28.4658
14187,Henry VIII of England,Male,1491,1547,Greenwhich,,United Kingdom,Europe,51.48222,-0.00667,Nobleman,Government,Institutions,77,48601509,631188,28.4656
19527,Mao Zedong,Male,1893,1976,Shaoshan,,China,Asia,27.91,112.48,Politician,Government,Institutions,122,29051982,238131,28.4606
45109,Marie Antoinette,Female,1755,1793,Vienna,,Austria,Europe,48.2,16.36667,Nobleman,Government,Institutions,65,32610600,501702,28.4474
6125,Carl Friedrich Gauss,Male,1777,1855,Braunschweig,,Germany,Europe,52.26667,10.51667,Mathematician,Math,Science & Technology,108,10019549,92774,28.4442
22416,Otto von Bismarck,Male,1815,1898,Schönhausen,,Germany,Europe,52.57861,12.03972,Politician,Government,Institutions,108,15484912,143379,28.386
7018,Caravaggio,Male,1571,1610,Milan,,Italy,Europe,45.46667,9.18333,Painter,Fine Arts,Arts,71,13560021,190986,28.3579
15192,Isaac,Male,-3500,-3400,Canaan,,Israel,Asia,,,Religious Figure,Religion,Institutions,62,4778973,77080,28.3556
16209,Justinian I,Male,483,565,Tauresium,,Republic Of Macedonia,Europe,,,Politician,Government,Institutions,72,5998344,83310,28.3512
17740,Louis Pasteur,Male,1822,1895,Dole,,France,Europe,47.0931,5.4906,Chemist,Natural Sciences,Science & Technology,116,17803458,153478,28.3177
44324,Commodus,Male,161,192,Lanuvium,,Italy,Europe,41.6747,12.69758,Politician,Government,Institutions,57,5964371,104638,28.3054
18993992,Spartacus,Male,-109,-71,Thrace,,Bulgaria,Europe,,,Military Personnel,Military,Institutions,64,29683994,463812,28.2996
12775,George Frideric Handel,Male,1685,1759,Halle,,Germany,Europe,51.48333,11.96667,Composer,Music,Arts,93,10717383,115241,28.2857
5233,Carl Linnaeus,Male,1707,1778,Råshult,,Sweden,Europe,56.618,14.202,Biologist,Natural Sciences,Science & Technology,123,9210590,74883,28.2851
21615,Nostradamus,Male,1503,1566,Saint-Rémy-de-Provence,,France,Europe,43.79,4.8325,Writer,Language,Humanities,74,22719309,307018,28.2818
11625,Fyodor Dostoyevsky,Male,1821,1881,Moscow,,Russia,Europe,55.75,37.61667,Writer,Language,Humanities,113,13376431,118375,28.2486
31131,Theodosius I,Male,347,395,Coca,Segovia,Spain,Europe,41.2167,-4.5167,Politician,Government,Institutions,65,3904324,60067,28.2484
9840,Elijah,Male,-900,-849,Tishbe,Gilead,Jordan,Asia,,,Religious Figure,Religion,Institutions,55,5685950,103381,28.2463
58230,Solon,Male,-638,-560,Athens,,Greece,Europe,37.96667,23.71667,Politician,Government,Institutions,54,4115537,76214,28.2375
52121,Strabo,Male,-64,23,Amasya,,Turkey,Asia,40.65,35.83306,Geographer,Social Sciences,Science & Technology,67,2234878,33356,28.2178
18622119,Leo Tolstoy,Male,1828,1910,Yasnaya Polyana,,Russia,Europe,54.07611,37.52611,Writer,Language,Humanities,123,16181442,131556,28.2126
29823,Thomas Hobbes,Male,1588,1679,Malmesbury,,United Kingdom,Europe,,,Philosopher,Philosophy,Humanities,79,13453210,170294,28.2082
242606,Khufu,Male,-2620,-2566,Other,,Unknown,,,,Politician,Government,Institutions,52,3397134,65330,28.2012
12281,Gottfried Wilhelm von Leibniz,Male,1646,1716,Leipzig,,Germany,Europe,51.33333,12.38333,Mathematician,Math,Science & Technology,106,7295094,68822,28.1935
15930,John Calvin,Male,1509,1564,Noyon,,France,Europe,49.5817,2.9997,Religious Figure,Religion,Institutions,79,9406706,119072,28.177
32917,Walt Disney,Male,1901,1966,Chicago,IL,United States,North America,41.92,-87.73,Producer,Business,Business & Law,113,33332870,294981,28.1723
33265,Winston Churchill,Male,1874,1965,Blenheim Palace,,United Kingdom,Europe,51.84194,-1.36139,Politician,Government,Institutions,114,32842779,288095,28.1069
52346,Nebuchadrezzar II,Male,-634,-562,Other,,Iraq,Asia,,,Politician,Government,Institutions,57,5540287,97198,28.0941
15630,James Cook,Male,1728,1779,Marton,,United Kingdom,Europe,54.5406,-1.2124,Explorer,Explorers,Exploration,115,11738304,102072,28.0893
3986,Benjamin Franklin,Male,1706,1790,Boston,MA,United States,North America,42.35806,-71.06361,Politician,Government,Institutions,88,29472054,334910,28.0867
9549,Edgar Allan Poe,Male,1809,1849,Boston,MA,United States,North America,42.35806,-71.06361,Writer,Language,Humanities,99,33748011,340889,28.0844
11968,George Washington,Male,1732,1799,Westmoreland County,VA,United States,North America,38.11,-76.8,Politician,Government,Institutions,134,34838477,259989,28.046
69852,Donatello,Male,1386,1466,Florence,,Italy,Europe,43.78333,11.25,Painter,Fine Arts,Arts,79,6995725,88553,28.0258
29778,Thomas Edison,Male,1847,1931,Milan,OH,United States,North America,41.29333,-82.60139,Inventor,Invention,Science & Technology,126,38631687,306601,28.0222
2447,Anton Chekhov,Male,1860,1904,Taganrog,,Russia,Europe,47.21667,38.91667,Writer,Language,Humanities,110,9327460,84795,27.9551
14013,Hernán Cortés,Male,1485,1547,Medellín,,Spain,Europe,38.96306,-5.95778,Explorer,Explorers,Exploration,106,12277143,115822,27.9426
323592,Nicolaus Copernicus,Male,1473,1543,Toruń,,Poland,Europe,53.01667,18.61667,Astronomer,Natural Sciences,Science & Technology,128,32512598,254005,27.9412
307,Abraham Lincoln,Male,1809,1865,Hodgenville,KY,United States,North America,37.57111,-85.73861,Politician,Government,Institutions,131,66145211,504925,27.9386
19727,Michael Faraday,Male,1791,1867,Newington Butts,,United Kingdom,Europe,51.4919,-0.1029,Physicist,Natural Sciences,Science & Technology,110,10305685,93688,27.9266
1425,Antonio Vivaldi,Male,1678,1741,Venice,,Italy,Europe,45.4375,12.33583,Composer,Music,Arts,103,15870117,154079,27.8898
69804,Phidias,Male,-480,-430,Other,,Unknown,Unknown,,,Sculptor,Fine Arts,Arts,47,2664469,56691,27.8852
152487,Paracelsus,Male,1493,1541,Einsiedeln,,Switzerland,Europe,47.11667,8.73333,Physician,Medicine,Science & Technology,61,5367602,87993,27.8602
8239846,Bob Marley,Male,1945,1981,Nine Mile,,Jamaica,North America,18.2978,-77.2781,Musician,Music,Arts,91,60597640,665908,27.8593
1737,Anaxagoras,Male,-500,-428,Clazomenae,,Turkey,Asia,38.35817,26.76758,Philosopher,Philosophy,Humanities,62,2528167,40777,27.8564
54204,Philip II of Macedon,Male,-382,-336,Pella,,Greece,Europe,40.8,22.51667,Politician,Government,Institutions,57,3619870,63506,27.8487
17949,Leonardo Fibonacci,Male,1170,1250,Pisa,,Italy,Europe,43.71667,10.4,Mathematician,Math,Science & Technology,82,5180458,63176,27.8288
7925,David Hume,Male,1711,1776,Edinburgh,,United Kingdom,Europe,55.95306,-3.18889,Philosopher,Philosophy,Humanities,81,11286165,139335,27.8185
23867,Pompey,Male,-106,-48,Roman Republic,,Italy,Europe,,,Politician,Government,Institutions,60,5041050,84018,27.814
51255,Charles de Gaulle,Male,1890,1970,Lille,,France,Europe,50.6278,3.0583,Military Personnel,Military,Institutions,107,14688101,137272,27.8011
44920,Pliny the Elder,Male,23,79,Como,,Italy,Europe,45.81667,9.08333,Philosopher,Philosophy,Humanities,61,4448919,72933,27.7997
11466,Francisco Franco,Male,1892,1975,Ferrol,,Spain,Europe,43.46667,-8.25,Politician,Government,Institutions,82,16767124,204477,27.7709
5142,Charlie Chaplin,Male,1889,1977,Walworth,,United Kingdom,Europe,51.4898,-0.0905,Actor,Film And Theatre,Arts,145,38615107,266311,27.7704
47096,Friedrich Engels,Male,1820,1895,Wuppertal,,Germany,Europe,51.26667,7.18333,Philosopher,Philosophy,Humanities,91,7678629,84381,27.7439
4254144,Rembrandt,Male,1606,1669,Leiden,,Netherlands,Europe,52.16667,4.48333,Painter,Fine Arts,Arts,125,20985901,167887,27.7433
33832,William Wallace,Male,1270,1305,Elderslie,,United Kingdom,Europe,55.83061,-4.48421,Military Personnel,Military,Institutions,61,15650413,256564,27.7419
32802,Vercingetorix,Male,-82,-46,Other,,Unknown,Unknown,,,Military Personnel,Military,Institutions,45,3578372,79519,27.7226
13436,Heinrich Himmler,Male,1900,1945,Munich,,Germany,Europe,48.13333,11.56667,Politician,Government,Institutions,70,17558545,250836,27.7085
16339,Johannes Brahms,Male,1833,1897,Hamburg,,Germany,Europe,53.56528,10.00139,Composer,Music,Arts,103,8261948,80213,27.6843
5119376,John F. Kennedy,Male,1917,1963,Boston,MA,United States,North America,42.33167,-71.12167,Politician,Government,Institutions,116,57596834,496524,27.6634
11891,George Orwell,Male,1903,1950,Motihari,,India,Asia,26.65,84.91667,Writer,Language,Humanities,101,16450860,162880,27.6602
197745,Pyrrhus of Epirus,Male,-319,-272,Epirus,,Greece,Europe,,,Military Personnel,Military,Institutions,47,2524397,53711,27.6504
92550,Omar Khayyám,Male,1048,1131,Nishapur,,Iran,Asia,36.21333,58.79583,Mathematician,Math,Science & Technology,86,6419560,74646,27.647
851,Alfred Nobel,Male,1833,1896,Stockholm,,Sweden,Europe,59.32944,18.06861,Chemist,Natural Sciences,Science & Technology,109,11998627,110079,27.6462
357200,Queen of Sheba (if existed),Female,-1000,-900,Marib,,Yemen,Asia,,,Politician,Government,Institutions,52,6021924,115806,27.6447
37325,Marcus Junius Brutus,Male,-85,-42,Rome,,Italy,Europe,41.9,12.5,Politician,Government,Institutions,48,3956257,82422,27.6433
15600,James Joyce,Male,1882,1941,Rathgar,,Ireland,Europe,53.31167,-6.27433,Writer,Language,Humanities,114,11006755,96550,27.6173
11319,Francis Bacon,Male,1561,1626,London,,United Kingdom,Europe,51.51139,-0.11889,Philosopher,Philosophy,Humanities,82,10858412,132420,27.616
38301,Fidel Castro,Male,1926,2016,Birán,,Cuba,North America,20.55,-75.9,Politician,Government,Institutions,115,28679945,249391,27.6097
154450,Mark Twain,Male,1835,1910,Florida,MO,United States,North America,39.49167,-91.79,Writer,Language,Humanities,106,20607309,194409,27.6084
15777,Joseph Goebbels,Male,1897,1945,Rheydt,,Germany,Europe,51.16667,6.45,Politician,Government,Institutions,71,16667883,234759,27.6044
20408,Marie Curie,Female,1867,1934,Warsaw,,Poland,Europe,52.23333,21.01667,Chemist,Natural Sciences,Science & Technology,130,30874600,237497,27.603
113070,Pontius Pilate,Male,1,60,Abruzzo,,Italy,Europe,41.9,12.48333,Politician,Government,Institutions,54,7359680,136290,27.5753
9428,Ernest Hemingway,Male,1899,1961,Chicago,IL,United States,North America,41.88333,-87.8,Writer,Language,Humanities,110,31968926,290627,27.5732
29490,Saddam Hussein,Male,1937,2006,Al-Awja,,Iraq,Asia,34.53306,43.73306,Politician,Government,Institutions,98,26122662,266558,27.5586
13550,Hans Christian Andersen,Male,1805,1875,Odense,,Denmark,Europe,55.39583,10.38861,Writer,Language,Humanities,103,14827483,143956,27.5539
37973,John Maynard Keynes,Male,1883,1946,Cambridge,,United Kingdom,Europe,52.205,0.119,Economist,Social Sciences,Science & Technology,92,12433489,135147,27.5345
76572,Antonín Dvořák,Male,1841,1904,Nelahozeves,,Czech Republic,Europe,50.26667,14.3,Composer,Music,Arts,91,6571884,72219,27.5298
